controle;ano;MES;titulo;titulo_do;total_rbft;lei;conteudo;DP;cisp;hora_com;hora_fato;bairro_fato;municipio_fato;AISP;RISP;local;sexo;idade;cor;escolaridade;profissao;relacao;bairro_vit;municipio_vit;data_fato;data_com;data_nasc
63723981-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;22:29:10;19:40;Wona;Belford Roxo;AISP 39;RISP 03;Via pública;masculino; ;preta;Sem informação;sem informação;Nenhuma;sem informação;sem informação;14/06/2018;14/06/2018; 
63723981-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;22:29:10;19:40;Wona;Belford Roxo;AISP 39;RISP 03;Via pública;masculino; ;preta;Sem informação;sem informação;Nenhuma;sem informação;sem informação;14/06/2018;14/06/2018; 
63723981-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;22:29:10;19:40;Wona;Belford Roxo;AISP 39;RISP 03;Via pública;masculino; ;parda;Sem informação;sem informação;Nenhuma;sem informação;sem informação;14/06/2018;14/06/2018; 
63726011-2018;2018;fevereiro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;12:21:37;09:00;Boqueirao;Saquarema;AISP 25;RISP 04;Residência;masculino;53;branca;3º Grau completo;Funcionário público;Ignorado;Boqueirao;Saquarema;17/02/2018;17/02/2018;19/07/1964
63731212-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;19:57:52;16:00;Padre miguel;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino;33;preta;2º Grau completo;Barbeiro;Ignorado;Bangu;Rio de janeiro;1/02/2018;1/02/2018;7/11/1984
63756271-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;011a. Rocinha;04:39:32;07:00;Rocinha;Rio de Janeiro;AISP 23;RISP 01;Via pública;masculino; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;25/01/2018;26/01/2018; 
63758211-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;076a. Niterói - Centro;14:52:07;07:30;Sao lourenco;Niterói;AISP 12;RISP 04;Via pública;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;22/11/2018;22/11/2018; 
63777901-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;062a. Imbariê;00:19:21;18:00;Barro branco;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;17;parda;1º Grau incompleto;Não possui;Ignorado;Jardim barro branco;sem informação;20/04/2018;20/04/2018;14/03/2001
63777901-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;062a. Imbariê;00:19:21;18:00;Barro branco;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;22;parda;2º Grau completo;Ajudante de caminhão;Ignorado;< bairro nao cadastrado >;Duque de caxias;20/04/2018;20/04/2018;7/09/1995
63805731-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;123a. Macaé;123a. Macaé;11:19:01;11:00;Ajuda;Macaé;AISP 32;RISP 06;Outros;masculino; ;parda;Sem informação;sem informação;Outra;sem informação;sem informação;21/03/2018;21/03/2018; 
63830271-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;028a. Campinho;06:36:10;04:00;Vila valqueire;Rio de Janeiro;AISP 18;RISP 02;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;9/03/2018;9/03/2018; 
63846521-2018;2018;novembro;Ameaça;Ameaça;não se aplica;Lei Maria da Penha;vítimas;094a. Piraí;094a. Piraí;12:24:16;22:30;Asilo;Piraí;AISP 10;RISP 05;Residência;feminino;22;preta;2º Grau incompleto;Outros;Ex-companheiro(a);Asilo;Pirai;5/11/2018;6/11/2018;1/09/1996
63846521-2018;2018;novembro;Violação de Domicílio;Outros;não se aplica;Lei Maria da Penha;casos;094a. Piraí;094a. Piraí;12:24:16;22:30;Asilo;Piraí;AISP 10;RISP 05;Residência;não se aplica; ;não se aplica;não se aplica;não se aplica;Não se aplica;não se aplica;não se aplica;5/11/2018;6/11/2018; 
63846521-2018;2018;novembro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Lei Maria da Penha;vítimas;094a. Piraí;094a. Piraí;12:24:16;01:10;Asilo;Piraí;AISP 10;RISP 05;Residência;masculino;27;parda;Ignorado;Ignorado;Outra;Asilo;Pirai;6/11/2018;6/11/2018;13/01/1991
63874501-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;036a. Santa Cruz;19:27:12;20:45;Santa cruz;Rio de Janeiro;AISP 27;RISP 02;Bar/restaurante;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;14/08/2018;14/08/2018; 
63900231-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;23:01:02;12:30;Jardim esperanca;Cabo Frio;AISP 25;RISP 04;Via pública;masculino;19;parda;Ignorado;Ignorado;Nenhuma;Jardim esperanca;Cabo frio;13/07/2018;13/07/2018;28/04/1999
64002031-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;165a. Mangaratiba;165a. Mangaratiba;08:24:57;23:00;Bairro do saco;Mangaratiba;AISP 33;RISP 05;Residência;masculino;38;parda;2º Grau incompleto;Ignorado;Ignorado;Bairro do saco;Mangaratiba;19/02/2018;20/02/2018;15/06/1979
64005581-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;12:39:38;15:00;Botafogo;Cabo Frio;AISP 25;RISP 04;Via pública;masculino; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;28/03/2018;28/03/2018; 
64023211-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;056a. Comendador Soares;20:51:08;12:00;Comendador soares;Nova Iguaçu;AISP 20;RISP 03;Via pública;masculino;29;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;20/07/2018;20/07/2018;22/09/1988
64070341-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;110a. Teresópolis;110a. Teresópolis;09:05:51;22:10;Albuquerque;Teresópolis;AISP 30;RISP 07;Via pública;masculino;25;parda;1º Grau incompleto;Desempregado(a);Nenhuma;Albuquerque;sem informação;23/11/2018;23/11/2018;6/11/1993
64074701-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;059a. Duque de Caxias;17:54:01;05:00;Jardim gramacho;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;20;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;10/03/2018;10/03/2018;20/04/1997
64079131-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;074a. Alcantara;02:51:45;23:30;Santa luzia;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;42;parda;Ignorado;Pedreiro;Ignorado;Santa izabel;Sao goncalo;9/02/2018;10/02/2018;6/03/1975
64113391-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;17:20:38;11:00;Manoel correa;Cabo Frio;AISP 25;RISP 04;Via pública;masculino; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;12/11/2018;12/11/2018; 
64113391-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;17:20:38;11:00;Manoel correa;Cabo Frio;AISP 25;RISP 04;Via pública;masculino; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;12/11/2018;12/11/2018; 
64124172-2018;2018;janeiro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;077a. Icaraí;15:23:16;15:30;Inga;Niterói;AISP 12;RISP 04;Outros;masculino;53;branca;Ignorado;Ignorado;Outra;sem informação;sem informação;17/01/2018;17/01/2018;24/01/1964
64159201-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;04:10:37;17:25;< bairro nao cadastrado >;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;20;parda;Ignorado;Ignorado;Outra;Parque santa clara;Campos dos goytacazes;28/02/2018;28/02/2018;8/08/1997
64170801-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;128a. Rio das Ostras;128a. Rio das Ostras;01:57:10;21:00;Ancora;Rio das Ostras;AISP 32;RISP 06;Via pública;masculino;28;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;13/04/2018;13/04/2018;6/04/1990
64170801-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;128a. Rio das Ostras;128a. Rio das Ostras;01:57:10;21:00;Ancora;Rio das Ostras;AISP 32;RISP 06;Via pública;masculino; ;ignorado;Sem informação;sem informação;Nenhuma;Ancora;Rio das ostras;13/04/2018;13/04/2018; 
64171121-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;15:08:40;14:00;Sao matheus;São Pedro da Aldeia;AISP 25;RISP 04;Via pública;masculino;23;parda;1º Grau incompleto;Outros;Ignorado;Rua do fogo;Sao pedro da aldeia;15/12/2018;15/12/2018;17/04/1995
64175591-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;158a. Bom Jardim;158a. Bom Jardim;07:29:23;00:30;Alto do sao jose;Bom Jardim;AISP 11;RISP 07;Sítio;masculino;30;preta;1º Grau incompleto;Entregador;Nenhuma;Alto de sao jose;Bom jardim;19/08/2018;19/08/2018;20/07/1988
64175591-2018;2018;agosto;Apreensão de Substância Entorpecente;Apreensão de drogas;não se aplica;Não;casos;158a. Bom Jardim;158a. Bom Jardim;07:29:23;00:30;Alto do sao jose;Bom Jardim;AISP 11;RISP 07;Sítio;não se aplica; ;não se aplica;não se aplica;não se aplica;Não se aplica;não se aplica;não se aplica;19/08/2018;19/08/2018; 
64217751-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;05:29:12;03:51;Senador camara;Rio de Janeiro;AISP 14;RISP 02;Ignorado;masculino;17;preta;Ignorado;Ignorado;Ignorado;Senador camara;Rio de janeiro;29/05/2018;29/05/2018;7/06/2000
64228111-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;078a. Fonseca;02:06:36;06:00;Fonseca;Niterói;AISP 12;RISP 04;Via pública;masculino;41;preta;2º Grau incompleto;Técnico(a) em refrigeração;Outra;Vila sao luiz;Duque de caxias;6/11/2018;6/11/2018;7/08/1977
64258531-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;21:46:23;18:00;Parque sao jose;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;38;parda;Ignorado;Ignorado;Nenhuma;Parque sao jose;Campos dos goytacazes;31/05/2018;31/05/2018;23/12/1979
64276251-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;044a. Inhaúma;01:23:21;22:00;Inhauma;Rio de Janeiro;AISP 03;RISP 01;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;17/06/2018;18/06/2018; 
64277351-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;16:14:44;10:50;Pq novo mundo;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;18;preta;Alfabetizado(a);Pintor(a);Ignorado;Pq novo eldorado;Campos dos goytacazes;26/02/2018;26/02/2018;1/12/1999
64289601-2018;2018;janeiro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;128a. Rio das Ostras;128a. Rio das Ostras;14:53:49;10:00;Ancora;Rio das Ostras;AISP 32;RISP 06;Via pública;masculino;21;parda;Alfabetizado(a);Desocupado(a);Nenhuma;Vilatur;Saquarema;3/01/2018;3/01/2018;19/10/1996
64295092-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;21:15:03;19:30;Vilatur;Saquarema;AISP 25;RISP 04;Via pública;masculino;18;branca;Ignorado;Ignorado;Nenhuma;Vilatur;Saquarema;1/10/2018;1/10/2018;7/09/2000
64295092-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;21:15:03;17:00;Vilatur;Saquarema;AISP 25;RISP 04;Via pública;masculino;18;branca;Ignorado;Ignorado;Nenhuma;Vilatur;Saquarema;1/10/2018;1/10/2018;7/09/2000
64295092-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;21:15:03;17:00;Vilatur;Saquarema;AISP 25;RISP 04;Via pública;masculino;20;branca;Ignorado;Ignorado;Nenhuma;Vilatur;Saquarema;1/10/2018;1/10/2018;28/03/1998
64295092-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;21:15:03;17:00;Vilatur;Saquarema;AISP 25;RISP 04;Via pública;masculino;18;branca;Ignorado;Ignorado;Nenhuma;Vilatur;Saquarema;1/10/2018;1/10/2018;7/09/2000
64348411-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;032a. Taquara;032a. Taquara;11:27:19;18:00;Agua santa;Rio de Janeiro;AISP 18;RISP 02;Ignorado;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;18/08/2018;19/08/2018; 
64355251-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;08:05:14;21:20;Jardim magnolia;Queimados;AISP 24;RISP 03;Via pública;masculino;31;parda;3º Grau incompleto;Outros;Ignorado;Cabucu;Nova iguacu;19/03/2018;19/03/2018;17/04/1986
64356281-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;033a. Realengo;17:43:27;04:30;Realengo;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino;40;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;7/05/2018;7/05/2018;17/07/1977
64356281-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;033a. Realengo;17:43:27;05:00;Realengo;Rio de Janeiro;AISP 14;RISP 02;Via pública;feminino;28;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;7/05/2018;7/05/2018;21/02/1990
64365341-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;021a. Bonsucesso;04:12:37;15:00;Ramos;Rio de Janeiro;AISP 22;RISP 01;Via pública;masculino;26;ignorado;Ignorado;Ignorado;Ignorado;Penha;Rio de janeiro;14/07/2018;14/07/2018;12/03/1992
64365341-2018;2018;julho;Roubo de Carga - Tentativa;Outros;não se aplica;Não;casos;Delegacia de Homicídios da Capital;021a. Bonsucesso;04:12:37;15:00;Ramos;Rio de Janeiro;AISP 22;RISP 01;Via pública;não se aplica; ;não se aplica;não se aplica;não se aplica;Não se aplica;não se aplica;não se aplica;14/07/2018;14/07/2018; 
64379031-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;04:04:23;23:00;< bairro nao cadastrado >;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;21;parda;1º Grau incompleto;Estudante;Ignorado;Usina santa maria;Bom jesus de itabapoana;17/02/2018;18/02/2018;24/09/1996
64379031-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;04:04:23;23:00;< bairro nao cadastrado >;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;26;parda;2º Grau completo;Outros;Ignorado;Espirito santinho;Campos dos goytacazes;17/02/2018;18/02/2018;1/03/1991
64383441-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;062a. Imbariê;08:00:35;20:50;Santa cruz da serra;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;21;parda;Ignorado;Ignorado;Ignorado;Santa cruz da serra;Duque de caxias;26/10/2018;26/10/2018;12/12/1996
64386712-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;145a. São João da Barra;145a. São João da Barra;21:23:45;14:00;Grussai - do outro lado da lag;São João da Barra;AISP 08;RISP 06;Outros;masculino;31;branca;1º Grau incompleto;Pedreiro;Nenhuma;Campo novo barcelos;Sao joao da barra;28/08/2018;28/08/2018;19/05/1987
64400101-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;096a. Miguel Pereira;096a. Miguel Pereira;16:37:34;08:00;sem informação;Paty do Alferes;AISP 10;RISP 05;Via pública;masculino;22;preta;Ignorado;Servente;Ignorado;Grotao;Miguel pereira;10/03/2018;10/03/2018;18/12/1995
64424261-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;16:47:53;14:45;Valdoriosa;Queimados;AISP 24;RISP 03;Via pública;masculino;43;branca;Ignorado;Ignorado;Nenhuma;Jardim alzira;Queimados;29/09/2018;29/09/2018;1/10/1974
64428141-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;02:28:53;00:00;Bangu;Rio de Janeiro;AISP 14;RISP 02;Ignorado;masculino;17;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;14/11/2018;14/11/2018;5/11/2001
64517401-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;050a. Itaguaí;15:50:38;07:40;Teixeiras;Itaguaí;AISP 24;RISP 03;Via pública;masculino;35;parda;1º Grau incompleto;Pedreiro;Ignorado;Jardim america;Itaguai;19/06/2018;19/06/2018;10/02/1983
